,OrgPos,Page,KeyFrom,NodeFrom,Edge,NodeTo,KeyTo
1589,1694.0,,1695,"Pharynx wall simple,forming 2 chambers;onchium oft present;ceph.set.0-4 ","Pharynx wall simple,forming 2 chambers;onchium oft present;ceph.set.0-4 ",Macrolaimus Maupas 1900,Macrolaimus Maupas 1900
1590,1695.0,,1695,"Pharynx wall of a longitudinal series of elements, i.e. cephaloboid","Pharynx wall of a longitudinal series of elements, i.e. cephaloboid",Probolae on head in 1 or 2 circlets,1697
1591,1696.0,,1697,Probolae on head none ................................................ . . . ,Probolae on head none ................................................ . . . ,Panagrolaimus Fuchs 1930,Panagrolaimus Fuchs 1930
1592,1697.0,,1697,Probolae on head in 1 or 2 circlets,Probolae on head in 1 or 2 circlets,Circlet of probolae single .....................................................,1699
1593,1698.0,,1699,"Circlets of probolae 2, elements often elaborate ................................","Circlets of probolae 2, elements often elaborate ................................", Acrobeles Linst. 1877, Acrobeles Linst. 1877
1594,1699.0,,1699,Circlet of probolae single ..................................................... ,Circlet of probolae single ..................................................... ,Cephalobus Bast. 1865 (=Acrobeloides (Cobb) Steine:r & Biihrer 1933),Cephalobus Bast. 1865 (=Acrobeloides (Cobb) Steine:r & Biihrer 1933)
1595,1701.0,,1701,"Ovaries 2; cephalic setae 0, exc. in Teratocephalus minute •","Ovaries 2; cephalic setae 0, exc. in Teratocephalus minute •",Gonads 9 reflexed,1703
1596,1702.0,,1703,"Gonads 9 outstretched; ceph. set. 0; phar. tubular, reaching oesoph. bulb; in soil ","Gonads 9 outstretched; ceph. set. 0; phar. tubular, reaching oesoph. bulb; in soil ",Aulolaimus de Man 1880,Aulolaimus de Man 1880
1597,1703.0,,1703,Gonads 9 reflexed,Gonads 9 reflexed,Spinneret absent,1705
1598,1704.0,,1705,Spinneret present; wings absent; in fresh water and moist soil. ............. . ,Spinneret present; wings absent; in fresh water and moist soil. ............. . ,Rhabdolaimu.s de Man 1880,Rhabdolaimu.s de Man 1880
1599,1705.0,,1705,Spinneret absent,Spinneret absent,Cuticle without tubercles,1710
1600,1706.0,,1710,Cuticle with prominent tubercles; lip reg. set off by constrict.; ceph. set. with saccate bases,Cuticle with prominent tubercles; lip reg. set off by constrict.; ceph. set. with saccate bases,"Tubercles in longitudinal row(s), right lateral; oesophagus rhabditoid .... .",1708
1601,1707.0,,1708,"Tubercles encrusting dorsal surface; wings broad, thin; in moss ... .. . . .. .","Tubercles encrusting dorsal surface; wings broad, thin; in moss ... .. . . .. .", Craapedonema Richters 1908, Craapedonema Richters 1908
1602,1708.0,,1708,"Tubercles in longitudinal row(s), right lateral; oesophagus rhabditoid .... . ","Tubercles in longitudinal row(s), right lateral; oesophagus rhabditoid .... . ",Bunonema Jagerskiiild 1905 ( =Rhodolaimu.s Fuchs 1930),Bunonema Jagerskiiild 1905 ( =Rhodolaimu.s Fuchs 1930)
1603,1710.0,,1710,Cuticle without tubercles,Cuticle without tubercles,"Pharynx not a simple tube, much shorter",1716
1604,1711.0,,1716,"Pharynx a long straight tube, ¼ neck length or more","Pharynx a long straight tube, ¼ neck length or more","Oesoph. long, of 2 parts; d' supplements paired, post-anal. i.e. diplogastroid",1713
1605,1712.0,,1713,"Oesoph. short, a muscular bulb only; d' supplements few, ventral, pre-anal ","Oesoph. short, a muscular bulb only; d' supplements few, ventral, pre-anal ",Aulolaimus de Man 1880,Aulolaimus de Man 1880
1606,1713.0,,1713,"Oesoph. long, of 2 parts; d' supplements paired, post-anal. i.e. diplogastroid","Oesoph. long, of 2 parts; d' supplements paired, post-anal. i.e. diplogastroid",Male papillae 10 pairs; gubernaculum straight; bursal membrane narrow ..,1715
1607,1714.0,,1715,Male papillae 9 pairs; gubernaculum sigmoid; labial papillae 16 ............ .,Male papillae 9 pairs; gubernaculum sigmoid; labial papillae 16 ............ ., Myctolai'.mus Cobb 1920, Myctolai'.mus Cobb 1920
1608,1715.0,,1715,Male papillae 10 pairs; gubernaculum straight; bursal membrane narrow .. ,Male papillae 10 pairs; gubernaculum straight; bursal membrane narrow .. ,Cylindrogaster Goodey 1927,Cylindrogaster Goodey 1927
1609,1716.0,,1716,"Pharynx not a simple tube, much shorter","Pharynx not a simple tube, much shorter",Oesophagus with median and cardiac bulbs,1724
1610,1717.0,,1724,Oesophagus without median bulb,Oesophagus without median bulb,Cuticularized pharyngeal rods none,1720
1611,1718.0,,1720,Cuticularized rods supporting pharynx; shed cuticle surrounding nema ,Cuticularized rods supporting pharynx; shed cuticle surrounding nema ,Diphtherophora de Man 1880 (=Chaolaimus Cobb 1893 =Archionchus Cobb 1913),Diphtherophora de Man 1880 (=Chaolaimus Cobb 1893 =Archionchus Cobb 1913)
1612,1720.0,,1720,Cuticularized pharyngeal rods none,Cuticularized pharyngeal rods none,Head end not lobed; bursa present ........................................... ..,1723
1613,1722.0,,1723,Head end lobed by 6 large biting lips or odontia; carnivorous ........,Head end lobed by 6 large biting lips or odontia; carnivorous ........, (Teratocephalu.~ de Man 1876), (Teratocephalu.~ de Man 1876)
1614,1723.0,,1723,Head end not lobed; bursa present ........................................... .. ,Head end not lobed; bursa present ........................................... .. ,Rhabditis Duj. 1845,Rhabditis Duj. 1845
1615,1724.0,,1724,Oesophagus with median and cardiac bulbs,Oesophagus with median and cardiac bulbs,"Cardiac bulb without valve; median bulb valvate; d1 tail setaceous, diplogastroid",1729
1616,1725.0,,1729,Cardiac bulb valvate; median bulb well set off; glottoid apparatus present,Cardiac bulb valvate; median bulb well set off; glottoid apparatus present,"Wall of pharynx convex inward; bursa much reduced; d1 tail long, spicate",1727
1617,1726.0,,1727,Wall of pharynx cylindroid; bursa present; d1 tail rhabditoid ....... . ......... . ,Wall of pharynx cylindroid; bursa present; d1 tail rhabditoid ....... . ......... . ,Rhabditis Duj. 1845,Rhabditis Duj. 1845
1618,1727.0,,1727,"Wall of pharynx convex inward; bursa much reduced; d1 tail long, spicate ","Wall of pharynx convex inward; bursa much reduced; d1 tail long, spicate ",Rhalxlitoides Goodey 1929 ( =Rhalxlitella (Cobb) Chitwood 1933),Rhalxlitoides Goodey 1929 ( =Rhalxlitella (Cobb) Chitwood 1933)
1619,1729.0,,1729,"Cardiac bulb without valve; median bulb valvate; d1 tail setaceous, diplogastroid","Cardiac bulb without valve; median bulb valvate; d1 tail setaceous, diplogastroid",Pharyng. bulbed supporting-rods none; Diplogasterinae,1731
1620,1730.0,,1731,"Pharyng. rods 3, basal bulbs 2, stalked; tail 25-41%; long. striae fine . ..... ","Pharyng. rods 3, basal bulbs 2, stalked; tail 25-41%; long. striae fine . ..... ",Tylopharynx de Man 1876,Tylopharynx de Man 1876
1621,1731.0,,1731,Pharyng. bulbed supporting-rods none; Diplogasterinae,Pharyng. bulbed supporting-rods none; Diplogasterinae,Nema without longitudinal striation,1733
1622,1732.0,,1733,Nema with evident longitudinal striation .......................... . ,Nema with evident longitudinal striation .......................... . ,Diplogaster M. Schultze 1857,Diplogaster M. Schultze 1857
1623,1733.0,,1733,Nema without longitudinal striation,Nema without longitudinal striation,"Pharynx tubular, wall entire; d' papillae usually 5 pairs .............. .",1735
1624,1734.0,,1735,"Pharynx wide as deep, wall of several elements; d1 papillae 0(?) ...... .","Pharynx wide as deep, wall of several elements; d1 papillae 0(?) ...... .", Peronilaimus Rahm 1928, Peronilaimus Rahm 1928
1625,1735.0,,1735,"Pharynx tubular, wall entire; d' papillae usually 5 pairs .............. .","Pharynx tubular, wall entire; d' papillae usually 5 pairs .............. .", Rhalxlitidoides Rahm 1928, Rhalxlitidoides Rahm 1928
1626,1736.0,,1736,Amphid known (for alternative see preceding page),Amphid known (for alternative see preceding page),"External amphid spiral, circular or elliptical (for alternative see preceding page)",1769
1627,1737.0,,1769,"External amphid not spiral, circular nor elliptical (for alternative see next page)","External amphid not spiral, circular nor elliptical (for alternative see next page)",Habitat not marine,1750
1628,1738.0,,1750,"Habitat marine; cephalic setae and spinneret present; amphid crook-shaped, sometimes ±spiral","Habitat marine; cephalic setae and spinneret present; amphid crook-shaped, sometimes ±spiral","Ambulatory set. forming ventral pre-anal sole; nema ±S-shape, narrowed in card. reg.: marine; '9'",1743
1629,1739.0,,1743,"Ambulatory & somatic set. O; nema not crooked, not narrowed in card. reg.; ventral arm amph. prolonged","Ambulatory & somatic set. O; nema not crooked, not narrowed in card. reg.; ventral arm amph. prolonged","Phar.narrow,inconspic.;amph.under 2%;ceph.set.6,subceph.4;annules tiled;' Q'",1741
1630,1740.0,,1741,"Phar.wide,heavy,4-5%;amphid long,4-50% body;ceph.setae 4,subceph.12; -9-.. .","Phar.wide,heavy,4-5%;amphid long,4-50% body;ceph.setae 4,subceph.12; -9-.. .", Pseudolella Cobb 1920, Pseudolella Cobb 1920
1631,1741.0,,1741,"Phar.narrow,inconspic.;amph.under 2%;ceph.set.6,subceph.4;annules tiled;' Q' ","Phar.narrow,inconspic.;amph.under 2%;ceph.set.6,subceph.4;annules tiled;' Q' ",Ceramonema Cobb 1920 (cf. Pselionema Cobb 1933),Ceramonema Cobb 1920 (cf. Pselionema Cobb 1933)
1632,1743.0,,1743,"Ambulatory set. forming ventral pre-anal sole; nema ±S-shape, narrowed in card. reg.: marine; '9'","Ambulatory set. forming ventral pre-anal sole; nema ±S-shape, narrowed in card. reg.: marine; '9'","Oesoph. region swollen, ovoid; oesophageal bulbs 1 or 2; band of cervical striae accentuated, exc. Tristicochaeta falcatum",1745
1633,1744.0,,1745,Oesoph. region hardly swollen; card. bulb faint; cerv. striae all alike . . ,Oesoph. region hardly swollen; card. bulb faint; cerv. striae all alike . . ,Notochaetosoma Irwin-Smith 1918,Notochaetosoma Irwin-Smith 1918
1634,1745.0,,1745,"Oesoph. region swollen, ovoid; oesophageal bulbs 1 or 2; band of cervical striae accentuated, exc. Tristicochaeta falcatum","Oesoph. region swollen, ovoid; oesophageal bulbs 1 or 2; band of cervical striae accentuated, exc. Tristicochaeta falcatum",Ventral ambulatory adhesion tubes or setae in 3 or 4 rows ..................,1749
1635,1747.0,,1749,Ventral ambulatory adhesion tubes or setae in 2 rows ........................ .,Ventral ambulatory adhesion tubes or setae in 2 rows ........................ ., Drepanonema Cobb 1933 ( =Chaetosoma Clap. 1863), Drepanonema Cobb 1933 ( =Chaetosoma Clap. 1863)
1636,1749.0,,1749,Ventral ambulatory adhesion tubes or setae in 3 or 4 rows .................. ,Ventral ambulatory adhesion tubes or setae in 3 or 4 rows .................. ,Tristicochaeta Panceri 1878 ( =Draconema Cobb 1913),Tristicochaeta Panceri 1878 ( =Draconema Cobb 1913)
1637,1750.0,P 25,1750,Habitat not marine,Habitat not marine,Spinneret absent; cephalic setae O or papilloid,1756
1638,1751.0,,1756,"Spinneret present; ?, exc. Chronogaster","Spinneret present; ?, exc. Chronogaster",Ltps not revolute; in fresh water,1753
1639,1752.0,,1753,"Lips 6, distinct, revolute; pharynx 9%: amphid semicircular; soil about cane roots ","Lips 6, distinct, revolute; pharynx 9%: amphid semicircular; soil about cane roots ",Anthonema Cobb 190!>,Anthonema Cobb 190!>
1640,1753.0,,1753,Ltps not revolute; in fresh water,Ltps not revolute; in fresh water,Cephalic setae 0; pharynx long-tubular; tail 25-30% ........................ .,1755
1641,1754.0,,1755,"Cephalic setae 4; pharynx wider, under 1.5%; '9 .............................. . ","Cephalic setae 4; pharynx wider, under 1.5%; '9 .............................. . ",Chronogaster Cobb 1913,Chronogaster Cobb 1913
1642,1755.0,,1755,Cephalic setae 0; pharynx long-tubular; tail 25-30% ........................ . ,Cephalic setae 0; pharynx long-tubular; tail 25-30% ........................ . ,Rhabdolaimus de Man 1880,Rhabdolaimus de Man 1880
1643,1756.0,,1756,Spinneret absent; cephalic setae O or papilloid,Spinneret absent; cephalic setae O or papilloid,"Tail not setaceous, under 15%; oesophagus without median bulb, exc. Cheilobus",1758
1644,1757.0,,1758,"Tailsetaceous, 19%; oesoph. with 2 bulbs; ampb. semicircular; vulva 21%; '9' ","Tailsetaceous, 19%; oesoph. with 2 bulbs; ampb. semicircular; vulva 21%; '9' ","Aulolaimoides, Micol. Hilo 1915","Aulolaimoides, Micol. Hilo 1915"
1645,1758.0,,1758,"Tail not setaceous, under 15%; oesophagus without median bulb, exc. Cheilobus","Tail not setaceous, under 15%; oesophagus without median bulb, exc. Cheilobus","Amphid inconspicuos, small or slit-like; tail over 9%; in soil or decaying material",1760
1646,1759.0,p26,1760,"Amphid transverse, curved, wide as head; phar 7.6%; tail 2%; fresh water; ? only","Amphid transverse, curved, wide as head; phar 7.6%; tail 2%; fresh water; ? only", Colpurella Cobb 1920, Colpurella Cobb 1920
1647,1760.0,,1760,"Amphid inconspicuos, small or slit-like; tail over 9%; in soil or decaying material","Amphid inconspicuos, small or slit-like; tail over 9%; in soil or decaying material",Median oesoph. bulb absent,1762
1648,1761.0,,1762,Median oesoph. swelling before isthmus; cardiac bulb valvate; wings single;• 9 ' . .,Median oesoph. swelling before isthmus; cardiac bulb valvate; wings single;• 9 ' . ., Cheilobus Cobb 11124  ( = Rhabditophanes Fuchs 1930), Cheilobus Cobb 11124  ( = Rhabditophanes Fuchs 1930)
1649,1762.0,,1762,Median oesoph. bulb absent,Median oesoph. bulb absent,"Pharynx open, or with anterior open chamber; wings 0; a' only",1764
1650,1763.0,,1764,"Pharynx closed; amphid a pore, with internal cuticularized tube; wings 2; J ... .","Pharynx closed; amphid a pore, with internal cuticularized tube; wings 2; J ... .", Litonema Cobb 1920, Litonema Cobb 1920
1651,1764.0,,1764,"Pharynx open, or with anterior open chamber; wings 0; a' only","Pharynx open, or with anterior open chamber; wings 0; a' only","Tail 8%, cono1d; cut1cularized rods m pharynx; shed cuticle retained .. .",1766
1652,1765.0,,1766,"Tail 15%, terminus setaceous; pharynx without cuticularized rods . .. . ... . ","Tail 15%, terminus setaceous; pharynx without cuticularized rods . .. . ... . ",(Monhystera Bast. 1865)  (=M. dintheriana de Man 1885),(Monhystera Bast. 1865)  (=M. dintheriana de Man 1885)
1653,1766.0,,1766,"Tail 8%, cono1d; cut1cularized rods m pharynx; shed cuticle retained .. . ","Tail 8%, cono1d; cut1cularized rods m pharynx; shed cuticle retained .. . ",Diphtherophora de Man 1880 ( = Chaolaimus Cobb 1893 =Archionchus Cobb 1913),Diphtherophora de Man 1880 ( = Chaolaimus Cobb 1893 =Archionchus Cobb 1913)
1654,1769.0,,1769,"External amphid spiral, circular or elliptical (for alternative see preceding page)","External amphid spiral, circular or elliptical (for alternative see preceding page)",Female known,1788
1655,1770.0,,1788,Female not known; spinneret present,Female not known; spinneret present,Habitat marine; cephalic setae present,1772
1656,1771.0,,1772,"Habitat soil; ceph. set. 0; ceph. cuticle thick, flaps doming vestibule; amph. spiral ","Habitat soil; ceph. set. 0; ceph. cuticle thick, flaps doming vestibule; amph. spiral ",Pycnolaimus Cobb 1920,Pycnolaimus Cobb 1920
1657,1772.0,,1772,Habitat marine; cephalic setae present,Habitat marine; cephalic setae present,"Amphid circular, elliptical or monospiral",1776
